"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    arrange: build and deploy the go charm. Set the config user-defined-config to a new value.
    act: call the endpoint to get the value of the env variable related to the config.
    assert: the value of the env variable and the config should match.
    ","5589","test_user_defined_config","tests.integration.go","2026-08-29","passed","2026-08-29","","test_go","",""
"
    arrange: Build and deploy the charm. Integrate the charm with the smtp-integrator.
    act: Send an email from the charm.
    assert: The mailcatcher should have received the email.
    ","56659","test_smtp_integrations[spring_boot_app-8080]","tests.integration.integrations","2026-08-29","passed","2026-08-29","","test_smtp","",""
"
    arrange: build and deploy the flask charm.
    act: run rotate-secret-key action on the leader unit.
    assert: Flask applications on every unit should have a new secret key configured.
    ","11618","test_rotate_secret_key","tests.integration.flask","2026-08-29","passed","2026-08-29","","test_charm","",""
"
    arrange: build and deploy the django charm, and change the gunicorn timeout configuration.
    act: send long-running requests to the django application managed by the django charm.
    assert: the gunicorn should restart the worker if the request duration exceeds the timeout.
    ","9882","test_django_webserver_timeout[timeout=5]","tests.integration.django","2026-08-29","passed","2026-08-29","","test_django","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","200909","test_loki_integration[django_app-8000]","tests.integration.integrations","2026-08-29","passed","2026-08-29","","test_loki","",""
"
    arrange: The app and rabbitmq deployed
    act: Integrate the app with rabbitmq
    assert: Assert that RabbitMQ works correctly
    ","343984","test_rabbitmq_server_integration[go_app-8080-rabbitmq_server_app]","tests.integration.integrations","2026-08-29","passed","2026-08-29","","test_rabbitmq","",""
"
    arrange: build and deploy the flask charm.
    act: query flask secret key from the Flask server.
    assert: flask should have a default and secure secret configured.
    ","917","test_default_secret_key","tests.integration.flask","2026-08-29","passed","2026-08-29","","test_charm","",""
"
    arrange: Django is deployed with async enabled rock. Change gunicorn worker class.
    act: Do 15 requests that would take 2 seconds each.
    assert: All 15 requests should be served in under 3 seconds.
    ","7558","test_async_workers","tests.integration.django","2026-08-29","passed","2026-08-29","","test_workers","",""
"
    arrange: The app and rabbitmq deployed
    act: Integrate the app with rabbitmq
    assert: Assert that RabbitMQ works correctly
    ","152671","test_rabbitmq_server_integration[spring_boot_app-8080-rabbitmq_k8s_app]","tests.integration.integrations","2026-08-29","passed","2026-08-29","","test_rabbitmq","",""
"
    arrange: build and deploy the ExpressJS charm.
    act: call the endpoint.
    assert: the charm should respond with 200 OK.
    ","373","test_expressjs_is_up","tests.integration.expressjs","2026-08-29","passed","2026-08-29","","test_expressjs","",""
"
    arrange: flask charm with paas-config.yaml containing custom scrape_configs, scaled to 2 units.
    act: establish relation with prometheus charm.
    assert: prometheus scrapes framework default jobs (port 9102 on 2 units), custom jobs
        (port 8081 on 2 units using wildcard), and scheduler-only job (port 8082 on unit 0 only
        using @scheduler placeholder). Verify custom labels and @scheduler resolves to unit 0 FQDN.
    ","57333","test_prometheus_custom_scrape_configs","tests.integration.integrations","2026-08-29","passed","2026-08-29","","test_prometheus","",""
"
    arrange: Build and deploy the charm. Integrate the charm with the smtp-integrator.
    act: Send an email from the charm.
    assert: The mailcatcher should have received the email.
    ","52941","test_smtp_integrations[expressjs_app-8080]","tests.integration.integrations","2026-08-29","passed","2026-08-29","","test_smtp","",""
"
    arrange: build and deploy the flask charm, and change Flask app configurations.
    act: none.
    assert: Flask application should receive the application configuration correctly.
    ","140","test_app_config[str]","tests.integration.flask","2026-08-29","passed","2026-08-29","","test_flask_configs","",""
"
    arrange: build and deploy the ExpressJS charm. Set the config user-defined-config to a new value.
    act: call the endpoint to get the value of the env variable related to the config.
    assert: the value of the env variable and the config should match.
    ","5681","test_user_defined_config","tests.integration.expressjs","2026-08-29","passed","2026-08-29","","test_expressjs","",""
"Build and deploy the flask charm.","32247","test_proxy","tests.integration.flask","2026-08-29","passed","2026-08-29","","test_proxy","",""
"
    arrange: The app and rabbitmq deployed
    act: Integrate the app with rabbitmq
    assert: Assert that RabbitMQ works correctly
    ","61899","test_rabbitmq_server_integration[flask_app-8000-rabbitmq_server_app]","tests.integration.integrations","2026-08-29","passed","2026-08-29","","test_rabbitmq","",""
"
    arrange: build and deploy the flask charm, and change Flask app configurations.
    act: none.
    assert: Flask application should receive the application configuration correctly.
    ","148","test_app_config[dict]","tests.integration.flask","2026-08-29","passed","2026-08-29","","test_flask_configs","",""
"
    arrange: build and deploy the go charm.
    act: send a request to the go application managed by the go charm.
    assert: the go application should return a correct response.
    ","213","test_go_is_up","tests.integration.go","2026-08-29","passed","2026-08-29","","test_go","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with grafana charm.
    assert: grafana 12-Factor dashboard can be found.
    ","117245","test_grafana_integration[django_app-Django Operator]","tests.integration.integrations","2026-08-29","passed","2026-08-29","","test_grafana","",""
