"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    arrange: flask charm with paas-config.yaml containing custom scrape_configs, scaled to 2 units.
    act: establish relation with prometheus charm.
    assert: prometheus scrapes framework default jobs (port 9102 on 2 units), custom jobs
        (port 8081 on 2 units using wildcard), and scheduler-only job (port 8082 on unit 0 only
        using @scheduler placeholder). Verify custom labels and @scheduler resolves to unit 0 FQDN.
    ","59667","test_prometheus_custom_scrape_configs","tests.integration.integrations","2026-06-27","passed","2026-06-27","","test_prometheus","",""
"
    arrange: The app and rabbitmq deployed
    act: Integrate the app with rabbitmq
    assert: Assert that RabbitMQ works correctly
    ","61676","test_rabbitmq_server_integration[flask_app-8000-rabbitmq_server_app]","tests.integration.integrations","2026-06-27","passed","2026-06-27","","test_rabbitmq","",""
"
    arrange: Deploy the application.
    act: Set the non-optional config options 1 by 1 and check.
    assert: At first both options should be in status message,
        when one set the charm should still be in blocked state
        with the message showing which option is missing.
        When both set charm should be in active state.
    ","85354","test_non_optional[django]","tests.integration.general","2026-06-27","passed","2026-06-27","","test_config","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","46479","test_s3_integration[flask_app-8000]","tests.integration.integrations","2026-06-27","passed","2026-06-27","","test_s3","",""
"
    arrange: after Go charm has been deployed.
    act: integrate with the traefik charm with the ingress integration and change app-port configuration.
    assert: charm opened ports should change accordingly.
    ","3532","test_open_ports","tests.integration.go","2026-06-27","failed","2026-06-27","","test_go","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with grafana charm.
    assert: grafana 12-Factor dashboard can be found.
    ","41230","test_grafana_integration[fastapi_app-FastAPI Operator]","tests.integration.integrations","2026-06-27","passed","2026-06-27","","test_grafana","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with prometheus charm.
    assert: prometheus metrics endpoint for prometheus is active and prometheus has active scrape
        targets.
    ","58542","test_prometheus_integration[fastapi_app-8080-/metrics]","tests.integration.integrations","2026-06-27","passed","2026-06-27","","test_prometheus","",""
"
    arrange: build and deploy the django charm, and change the gunicorn timeout configuration.
    act: send long-running requests to the django application managed by the django charm.
    assert: the gunicorn should restart the worker if the request duration exceeds the timeout.
    ","5694","test_django_webserver_timeout[timeout=3]","tests.integration.django","2026-06-27","passed","2026-06-27","","test_django","",""
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","178718","test_oauth_integrations[fastapi_app-login]","tests.integration.integrations","2026-06-27","passed","2026-06-27","","test_oauth","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations.
    act: query flask configurations from the Flask server.
    assert: the flask configuration should match flask related charm configurations.
    ","177","test_flask_config[debug]","tests.integration.flask","2026-06-27","passed","2026-06-27","","test_flask_configs","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations.
    act: query flask configurations from the Flask server.
    assert: the flask configuration should match flask related charm configurations.
    ","181","test_flask_config[env]","tests.integration.flask","2026-06-27","passed","2026-06-27","","test_flask_configs","",""
"
    arrange: The app and rabbitmq deployed
    act: Integrate the app with rabbitmq
    assert: Assert that RabbitMQ works correctly
    ","312844","test_rabbitmq_server_integration[go_app-8080-rabbitmq_server_app]","tests.integration.integrations","2026-06-27","passed","2026-06-27","","test_rabbitmq","",""
