"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    arrange: build and deploy the non-root charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response indicate
        the database migration script has been executed and only executed once.
    ","44360","test_non_root_db_migration[Django non-root]","tests.integration.general","2026-05-30","passed","2026-05-30","","test_non_root_db_migration","",""
"
    arrange: Deploy Tempo cluster, app to test and postgres if required.
    act: Send 5 requests to the app.
    assert: Tempo should have tracing info about the app.
    ","88731","test_workload_tracing[spring_boot_app-8080]","tests.integration.integrations","2026-05-30","passed","2026-05-30","","test_tracing","",""
"
    arrange: build and deploy the ExpressJS charm with postgresql integration.
    act: send a request to an endpoint that checks the table created by the migration script.
        Then try to add same user twice.
    assert: the ExpressJS application should add the user only once.
    ","250","test_migration","tests.integration.expressjs","2026-05-30","passed","2026-05-30","","test_expressjs","",""
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","287293","test_oauth_integrations[flask_app-login]","tests.integration.integrations","2026-05-30","passed","2026-05-30","","test_oauth","",""
"
    arrange: The app and rabbitmq deployed
    act: Integrate the app with rabbitmq
    assert: Assert that RabbitMQ works correctly
    ","61774","test_rabbitmq_server_integration[flask_app-8000-rabbitmq_server_app]","tests.integration.integrations","2026-05-30","passed","2026-05-30","","test_rabbitmq","",""
"
    arrange: build and deploy the django charm.
    act: create a superuser using the create-superuser action.
    assert: a superuser is created by the charm.
    ","6170","test_django_create_superuser","tests.integration.django","2026-05-30","passed","2026-05-30","","test_django","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","187947","test_loki_integration[spring_boot_app-8080]","tests.integration.integrations","2026-05-30","passed","2026-05-30","","test_loki","",""
"
    arrange: build and deploy the flask charm, and change Flask app configurations.
    act: none.
    assert: Flask application should receive the application configuration correctly.
    ","176","test_app_config[bool]","tests.integration.flask","2026-05-30","passed","2026-05-30","","test_flask_configs","",""
"
    arrange: build and deploy the go charm. Set the config user-defined-config to a new value.
    act: call the endpoint to get the value of the env variable related to the config.
    assert: the value of the env variable and the config should match.
    ","5451","test_user_defined_config","tests.integration.go","2026-05-30","passed","2026-05-30","","test_go","",""
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","117273","test_oauth_integrations[expressjs_app-login]","tests.integration.integrations","2026-05-30","passed","2026-05-30","","test_oauth","",""
"
    arrange: Deploy Tempo cluster, app to test and postgres if required.
    act: Send 5 requests to the app.
    assert: Tempo should have tracing info about the app.
    ","149773","test_workload_tracing[django_app-8000]","tests.integration.integrations","2026-05-30","passed","2026-05-30","","test_tracing","",""
"
    arrange: build and deploy the paas charm.
    act: deploy the MySQL database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","72052","test_with_mysql[flask_app-8000-mysql/status]","tests.integration.integrations","2026-05-30","passed","2026-05-30","","test_mysql","",""
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","133401","test_oauth_integrations[go_app-login/openid-connect]","tests.integration.integrations","2026-05-30","passed","2026-05-30","","test_oauth","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","153182","test_loki_integration[go_app-8080]","tests.integration.integrations","2026-05-30","passed","2026-05-30","","test_loki","",""
"
    arrange: Deploy the application.
    act: Set the non-optional config options 1 by 1 and check.
    assert: At first both options should be in status message,
        when one set the charm should still be in blocked state
        with the message showing which option is missing.
        When both set charm should be in active state.
    ","35705","test_non_optional[fastapi]","tests.integration.general","2026-05-30","passed","2026-05-30","","test_config","",""
"
    arrange: build and deploy the flask charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","92064","test_with_database[postgresql/status-postgresql-k8s-14/edge-None-True]","tests.integration.flask","2026-05-30","passed","2026-05-30","","test_database","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","119869","test_s3_integration[spring_boot_app-8080]","tests.integration.integrations","2026-05-30","passed","2026-05-30","","test_s3","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations.
    act: query flask configurations from the Flask server.
    assert: the flask configuration should match flask related charm configurations.
    ","178","test_flask_config[debug]","tests.integration.flask","2026-05-30","passed","2026-05-30","","test_flask_configs","",""
"
    arrange: Flask is deployed with async enabled rock. Change gunicorn worker class.
    act: Do 15 requests that would take 2 seconds each.
    assert: All 15 requests should be served in under 3 seconds.
    ","5146","test_async_workers","tests.integration.flask","2026-05-30","passed","2026-05-30","","test_workers","",""
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","190620","test_oauth_integrations[spring_boot_app-oauth2/authorization/oidc]","tests.integration.integrations","2026-05-30","passed","2026-05-30","","test_oauth","",""
"
    arrange: The app and rabbitmq deployed
    act: Integrate the app with rabbitmq
    assert: Assert that RabbitMQ works correctly
    ","155821","test_rabbitmq_server_integration[spring_boot_app-8080-rabbitmq_k8s_app]","tests.integration.integrations","2026-05-30","passed","2026-05-30","","test_rabbitmq","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with prometheus charm.
    assert: prometheus metrics endpoint for prometheus is active and prometheus has active scrape
        targets.
    ","56735","test_prometheus_integration[fastapi_app-8080-/metrics]","tests.integration.integrations","2026-05-30","passed","2026-05-30","","test_prometheus","",""
"
    arrange: build and deploy the non-root charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response indicate
        the database migration script has been executed and only executed once.
    ","46376","test_non_root_db_migration[FastAPI non-root]","tests.integration.general","2026-05-30","passed","2026-05-30","","test_non_root_db_migration","",""
"
    arrange: after non-root charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","103393","test_non_root_loki_integration[Flask non-root]","tests.integration.general","2026-05-30","passed","2026-05-30","","test_non_root_loki","",""
"
    arrange: build and deploy the flask charm.
    act: run rotate-secret-key action on the leader unit.
    assert: Flask applications on every unit should have a new secret key configured.
    ","11628","test_rotate_secret_key","tests.integration.flask","2026-05-30","passed","2026-05-30","","test_charm","",""
